persona,age,employment_status,monthly_income,monthly_expenses,monthly_savings,emergency_fund,total_debt,investments,insurance_cover,financial_goal,savings_rate,expense_ratio,disposable_income,debt_to_income_ratio,emergency_fund_months,investment_ratio,insurance_ratio,net_monthly_cashflow,financial_health_score
Business Owner,34,Business,520077.0,379656.0,119618.0,2584783.0,1042893.0,12669076.0,103224883.0,Business,0.23,0.73,140421.0,0.17,6.81,2.03,16.54,20803.0,66.14
Mid Career,33,Salaried,184461.0,90386.0,66406.0,1084631.0,2032394.0,730466.0,34287611.0,Buy a House,0.36,0.49,94075.0,0.92,12.0,0.33,15.49,27669.0,72.29
Student,24,Student,4490.0,2963.0,0.0,1347.0,36738.0,0.0,56035.0,Higher Education,0.0,0.66,1527.0,0.68,0.45,0.0,1.04,1527.0,25.78
Young Salaried,30,Salaried,39587.0,17022.0,13064.0,82737.0,280579.0,95009.0,4422660.0,Wealth Creation,0.33,0.43,22565.0,0.59,4.86,0.2,9.31,9501.0,57.72
Young Salaried,25,Salaried,60184.0,29490.0,10231.0,311151.0,125068.0,187774.0,6478206.0,Buy a Car,0.17,0.49,30694.0,0.17,10.55,0.26,8.97,20463.0,61.89
Mid Career,38,Salaried,135480.0,55547.0,44708.0,673336.0,1081912.0,682819.0,26646206.0,Children Education,0.33,0.41,79933.0,0.67,12.12,0.42,16.39,35225.0,73.51
Student,19,Student,12999.0,7799.0,390.0,5850.0,92080.0,6240.0,379051.0,Emergency Fund,0.03,0.6,5200.0,0.59,0.75,0.04,2.43,4810.0,29.57
Student,23,Student,6668.0,5001.0,600.0,4001.0,60314.0,3201.0,385677.0,Higher Education,0.09,0.75,1667.0,0.75,0.8,0.04,4.82,1067.0,32.24
Mid Career,39,Salaried,75380.0,40705.0,27891.0,465095.0,1996725.0,398006.0,15467976.0,Children Education,0.37,0.54,34675.0,2.21,11.43,0.44,17.1,6784.0,61.06
Mid Career,43,Salaried,110548.0,64118.0,29848.0,720773.0,259987.0,862274.0,15998507.0,Buy a House,0.27,0.58,46430.0,0.2,11.24,0.65,12.06,16582.0,70.72
Disciplined Saver,37,Freelancer,58957.0,30068.0,28299.0,628482.0,83974.0,728709.0,10350491.0,Wealth Creation,0.48,0.51,28889.0,0.12,20.9,1.03,14.63,590.0,81.95
Retired,79,Retired,52848.0,42278.0,9513.0,415914.0,151319.0,1464947.0,6830076.0,Retirement,0.18,0.8,10570.0,0.24,9.84,2.31,10.77,1057.0,65.26
Young Salaried,23,Salaried,40628.0,23971.0,12188.0,103601.0,175617.0,48754.0,6713371.0,Wealth Creation,0.3,0.59,16657.0,0.36,4.32,0.1,13.77,4469.0,58.77
Mid Career,31,Salaried,179688.0,102422.0,59297.0,1248832.0,2051264.0,1574067.0,38402919.0,Buy a House,0.33,0.57,77266.0,0.95,12.19,0.73,17.81,17969.0,71.06
Disciplined Saver,32,Salaried,46051.0,20723.0,17499.0,294726.0,16140.0,469720.0,8985471.0,Wealth Creation,0.38,0.45,25328.0,0.03,14.22,0.85,16.26,7829.0,82.6
Mid Career,36,Salaried,179081.0,105658.0,39398.0,805864.0,2100622.0,988527.0,31589888.0,Children Education,0.22,0.59,73423.0,0.98,7.63,0.46,14.7,34025.0,56.8
Retired,62,Retired,89194.0,53516.0,13379.0,736742.0,473594.0,2097843.0,8862316.0,Retirement,0.15,0.6,35678.0,0.44,13.77,1.96,8.28,22299.0,65.23
High Income High Debt,39,Salaried,636501.0,496471.0,31825.0,2431434.0,14449504.0,3360725.0,94634969.0,Debt Reduction,0.05,0.78,140030.0,1.89,4.9,0.44,12.39,108205.0,33.99
High Income High Debt,37,Salaried,966237.0,744002.0,193247.0,2000111.0,14386802.0,7652597.0,135427778.0,Debt Reduction,0.2,0.77,222235.0,1.24,2.69,0.66,11.68,28988.0,42.07
Young Salaried,29,Salaried,30880.0,15440.0,5867.0,164899.0,178468.0,22234.0,4027987.0,Buy a Car,0.19,0.5,15440.0,0.48,10.68,0.06,10.87,9573.0,61.2
Student,19,Student,2893.0,2546.0,29.0,1880.0,5165.0,0.0,88873.0,Higher Education,0.01,0.88,347.0,0.15,0.74,0.0,2.56,318.0,31.9
Mid Career,39,Salaried,177092.0,100942.0,69066.0,791601.0,592587.0,892544.0,36233023.0,Children Education,0.39,0.57,76150.0,0.28,7.84,0.42,17.05,7084.0,71.83
Student,18,Student,2425.0,1746.0,315.0,655.0,8503.0,1164.0,122802.0,Higher Education,0.13,0.72,679.0,0.29,0.38,0.04,4.22,364.0,36.96
Young Salaried,25,Salaried,67635.0,33141.0,12174.0,326001.0,33256.0,284067.0,10867592.0,Wealth Creation,0.18,0.49,34494.0,0.04,9.84,0.35,13.39,22320.0,65.53
Mid Career,42,Salaried,133364.0,66682.0,33341.0,557462.0,1919053.0,1152265.0,22725226.0,Children Education,0.25,0.5,66682.0,1.2,8.36,0.72,14.2,33341.0,58.69
Young Salaried,27,Salaried,57425.0,35029.0,20099.0,319857.0,271520.0,110256.0,8462148.0,Wealth Creation,0.35,0.61,22396.0,0.39,9.13,0.16,12.28,2297.0,68.02
High Income High Debt,39,Salaried,610563.0,482345.0,91584.0,812049.0,8827522.0,6813883.0,76198262.0,Debt Reduction,0.15,0.79,128218.0,1.2,1.68,0.93,10.4,36634.0,38.33
Wealth Builder,48,Salaried,252085.0,105876.0,88230.0,2780498.0,485411.0,6927296.0,56537624.0,Wealth Creation,0.35,0.42,146209.0,0.16,26.26,2.29,18.69,57979.0,84.39
Mid Career,40,Salaried,65902.0,38223.0,26361.0,264926.0,2310751.0,324238.0,9735043.0,Children Education,0.4,0.58,27679.0,2.92,6.93,0.41,12.31,1318.0,46.89
Student,19,Student,17637.0,16755.0,1411.0,14462.0,75008.0,0.0,924884.0,Higher Education,0.08,0.95,882.0,0.35,0.86,0.0,4.37,-529.0,31.43
Young Salaried,25,Salaried,75372.0,40701.0,24873.0,359524.0,287.0,325607.0,10148086.0,Buy a Car,0.33,0.54,34671.0,0.0,8.83,0.36,11.22,9798.0,70.31
Young Salaried,24,Salaried,69503.0,29886.0,21546.0,151517.0,51840.0,250211.0,10650640.0,Wealth Creation,0.31,0.43,39617.0,0.06,5.07,0.3,12.77,18071.0,64.02
Mid Career,44,Salaried,138889.0,81945.0,45833.0,702778.0,615280.0,350000.0,30283358.0,Buy a House,0.33,0.59,56944.0,0.37,8.58,0.21,18.17,11111.0,68.45
Young Salaried,22,Salaried,58918.0,37708.0,10016.0,179700.0,132323.0,212105.0,5995496.0,Buy a Car,0.17,0.64,21210.0,0.19,4.77,0.3,8.48,11194.0,51.18
Wealth Builder,48,Business,274341.0,104250.0,109736.0,3270145.0,430131.0,8032704.0,82071854.0,Wealth Creation,0.4,0.38,170091.0,0.13,31.37,2.44,24.93,60355.0,88.01
Mid Career,33,Salaried,168856.0,94559.0,54034.0,1315388.0,2113952.0,486305.0,28266494.0,Children Education,0.32,0.56,74297.0,1.04,13.91,0.24,13.95,20263.0,67.72
Young Salaried,25,Salaried,41339.0,17776.0,9508.0,141793.0,119453.0,183545.0,6260378.0,Buy a Car,0.23,0.43,23563.0,0.24,7.98,0.37,12.62,14055.0,63.18
Student,18,Student,13857.0,8591.0,1109.0,13857.0,40139.0,3326.0,616914.0,Higher Education,0.08,0.62,5266.0,0.24,1.61,0.02,3.71,4157.0,37.16
Young Salaried,28,Salaried,62480.0,42486.0,9997.0,161823.0,40290.0,104966.0,10196736.0,Buy a Car,0.16,0.68,19994.0,0.05,3.81,0.14,13.6,9997.0,52.92
Young Salaried,30,Salaried,65788.0,44736.0,11842.0,215785.0,131411.0,134208.0,8384023.0,Buy a Car,0.18,0.68,21052.0,0.17,4.82,0.17,10.62,9210.0,52.64
High Income High Debt,45,Salaried,238890.0,167223.0,14333.0,800282.0,7838307.0,2150010.0,31189478.0,Debt Reduction,0.06,0.7,71667.0,2.73,4.79,0.75,10.88,57334.0,27.49
Business Owner,33,Business,971644.0,417807.0,291493.0,5402341.0,5729786.0,14341465.0,172563974.0,Business,0.3,0.43,553837.0,0.49,12.93,1.23,14.8,262344.0,75.59
High Income High Debt,34,Business,836430.0,510222.0,117100.0,2634754.0,3550435.0,3713749.0,147445880.0,Debt Reduction,0.14,0.61,326208.0,0.35,5.16,0.37,14.69,209108.0,53.54
Freelancer,23,Freelancer,45251.0,36201.0,10408.0,284176.0,92402.0,130323.0,5012001.0,Emergency Fund,0.23,0.8,9050.0,0.17,7.85,0.24,9.23,-1358.0,57.92
Business Owner,34,Business,507243.0,380432.0,81159.0,3778960.0,8280163.0,6391262.0,74077768.0,Business,0.16,0.75,126811.0,1.36,9.93,1.05,12.17,45652.0,53.28
Mid Career,34,Salaried,192701.0,80934.0,53956.0,1302659.0,951015.0,924965.0,32327520.0,Buy a House,0.28,0.42,111767.0,0.41,16.1,0.4,13.98,57811.0,72.19
Wealth Builder,59,Salaried,299091.0,143564.0,119636.0,3002874.0,461097.0,6388584.0,86676572.0,Wealth Creation,0.4,0.48,155527.0,0.13,20.92,1.78,24.15,35891.0,85.41
Freelancer,36,Freelancer,174349.0,97635.0,27896.0,1311104.0,220784.0,669500.0,24353068.0,Wealth Creation,0.16,0.56,76714.0,0.11,13.43,0.32,11.64,48818.0,65.99
High Income High Debt,48,Salaried,484101.0,309825.0,82297.0,958520.0,12421740.0,2497961.0,68722978.0,Debt Reduction,0.17,0.64,174276.0,2.14,3.09,0.43,11.83,91979.0,34.76
Wealth Builder,43,Salaried,237695.0,111717.0,90324.0,2224825.0,13692.0,9127488.0,46778376.0,Wealth Creation,0.38,0.47,125978.0,0.0,19.91,3.2,16.4,35654.0,89.77
Student,21,Student,10848.0,6943.0,542.0,8353.0,2086.0,2604.0,210885.0,Higher Education,0.05,0.64,3905.0,0.02,1.2,0.02,1.62,3363.0,35.4
Freelancer,41,Freelancer,55115.0,25904.0,11574.0,291007.0,156544.0,66138.0,8816195.0,Emergency Fund,0.21,0.47,29211.0,0.24,11.23,0.1,13.33,17637.0,67.05
Mid Career,42,Salaried,83386.0,43361.0,30853.0,361895.0,904672.0,960607.0,18441648.0,Children Education,0.37,0.52,40025.0,0.9,8.35,0.96,18.43,9172.0,68.57
Student,24,Student,19448.0,16920.0,2139.0,15364.0,6925.0,2334.0,599776.0,Emergency Fund,0.11,0.87,2528.0,0.03,0.91,0.01,2.57,389.0,35.65
Wealth Builder,32,Business,276307.0,107760.0,127101.0,2340320.0,7871.0,4210919.0,72945048.0,Wealth Creation,0.46,0.39,168547.0,0.0,21.72,1.27,22.0,41446.0,85.04
Mid Career,44,Salaried,109037.0,63241.0,40344.0,625872.0,645576.0,1282275.0,23198712.0,Children Education,0.37,0.58,45796.0,0.49,9.9,0.98,17.73,5452.0,74.08
Young Salaried,26,Salaried,46523.0,30240.0,7444.0,187022.0,63356.0,78159.0,6224777.0,Wealth Creation,0.16,0.65,16283.0,0.11,6.18,0.14,11.15,8839.0,54.95
Student,24,Student,4930.0,3599.0,246.0,3993.0,90568.0,1775.0,107080.0,Emergency Fund,0.05,0.73,1331.0,1.53,1.11,0.03,1.81,1085.0,22.6
Young Salaried,28,Salaried,39177.0,23114.0,6268.0,207638.0,286392.0,28207.0,5444036.0,Wealth Creation,0.16,0.59,16063.0,0.61,8.98,0.06,11.58,9795.0,55.83
Mid Career,32,Salaried,65670.0,24955.0,19044.0,390080.0,2713529.0,260053.0,14807272.0,Children Education,0.29,0.38,40715.0,3.44,15.63,0.33,18.79,21671.0,51.78
Young Salaried,29,Salaried,68245.0,40265.0,10237.0,226573.0,74068.0,106462.0,10449674.0,Buy a Car,0.15,0.59,27980.0,0.09,5.63,0.13,12.76,17743.0,55.08
Freelancer,30,Freelancer,56562.0,38462.0,9616.0,446274.0,164704.0,156111.0,6651691.0,Wealth Creation,0.17,0.68,18100.0,0.24,11.6,0.23,9.8,8484.0,62.53
Mid Career,31,Salaried,167345.0,65265.0,45183.0,891949.0,2665013.0,1606512.0,40142719.0,Children Education,0.27,0.39,102080.0,1.33,13.67,0.8,19.99,56897.0,65.98
Mid Career,34,Salaried,97430.0,51638.0,21435.0,450127.0,1395516.0,748262.0,21769759.0,Buy a House,0.22,0.53,45792.0,1.19,8.72,0.64,18.62,24357.0,57.95
Student,21,Student,486.0,379.0,53.0,165.0,3176.0,117.0,11314.0,Emergency Fund,0.11,0.78,107.0,0.54,0.44,0.02,1.94,54.0,31.99
Financially Stressed,38,Salaried,26082.0,25300.0,1043.0,4434.0,395639.0,3130.0,2388068.0,Emergency Fund,0.04,0.97,782.0,1.26,0.18,0.01,7.63,-261.0,22.42
High Income High Debt,49,Salaried,848896.0,602716.0,93379.0,1621391.0,4907064.0,8455004.0,112461742.0,Debt Reduction,0.11,0.71,246180.0,0.48,2.69,0.83,11.04,152801.0,45.31
Mid Career,30,Salaried,149685.0,82327.0,32931.0,687054.0,2123114.0,1472900.0,26458321.0,Buy a House,0.22,0.55,67358.0,1.18,8.35,0.82,14.73,34427.0,57.67
High Income High Debt,50,Business,518499.0,430354.0,41480.0,860708.0,16414023.0,4044292.0,67010811.0,Debt Reduction,0.08,0.83,88145.0,2.64,2.0,0.65,10.77,46665.0,23.11
Retired,75,Retired,134057.0,76412.0,14746.0,1493395.0,312134.0,1319121.0,23197223.0,Retirement,0.11,0.57,57645.0,0.19,19.54,0.82,14.42,42899.0,66.09
Freelancer,31,Freelancer,105753.0,49704.0,14805.0,681049.0,250514.0,609137.0,17322341.0,Emergency Fund,0.14,0.47,56049.0,0.2,13.7,0.48,13.65,41244.0,66.3
Young Salaried,24,Salaried,72522.0,47865.0,23207.0,382191.0,285445.0,252377.0,9990631.0,Wealth Creation,0.32,0.66,24657.0,0.33,7.98,0.29,11.48,1450.0,64.37
Young Salaried,30,Salaried,46341.0,29195.0,11122.0,146901.0,214611.0,211315.0,5794479.0,Wealth Creation,0.24,0.63,17146.0,0.39,5.03,0.38,10.42,6024.0,54.98
Student,19,Student,8652.0,6143.0,87.0,8652.0,94359.0,3115.0,354040.0,Higher Education,0.01,0.71,2509.0,0.91,1.41,0.03,3.41,2422.0,27.58
Mid Career,44,Salaried,101284.0,44565.0,27347.0,789002.0,310481.0,498317.0,16505241.0,Children Education,0.27,0.44,56719.0,0.26,17.7,0.41,13.58,29372.0,72.58
High Income High Debt,52,Salaried,585493.0,444975.0,105389.0,1094872.0,9368985.0,4637105.0,93093387.0,Debt Reduction,0.18,0.76,140518.0,1.33,2.46,0.66,13.25,35129.0,41.33
Disciplined Saver,45,Freelancer,48781.0,23415.0,19025.0,492200.0,62399.0,614641.0,10484013.0,Wealth Creation,0.39,0.48,25366.0,0.11,21.02,1.05,17.91,6341.0,82.86
Young Salaried,23,Salaried,45797.0,28852.0,10991.0,178608.0,3515.0,109913.0,7441097.0,Wealth Creation,0.24,0.63,16945.0,0.01,6.19,0.2,13.54,5954.0,61.62
Wealth Builder,37,Salaried,177354.0,72715.0,65621.0,1876405.0,154865.0,9938918.0,50120240.0,Wealth Creation,0.37,0.41,104639.0,0.07,25.8,4.67,23.55,39018.0,93.42
Young Salaried,29,Salaried,65487.0,39292.0,16372.0,136868.0,141090.0,188603.0,10491017.0,Buy a Car,0.25,0.6,26195.0,0.18,3.48,0.24,13.35,9823.0,56.42
Student,23,Student,9871.0,7403.0,987.0,987.0,55615.0,2369.0,453671.0,Higher Education,0.1,0.75,2468.0,0.47,0.13,0.02,3.83,1481.0,33.16
Freelancer,37,Freelancer,45515.0,28674.0,10924.0,272180.0,73278.0,207548.0,6379382.0,Emergency Fund,0.24,0.63,16841.0,0.13,9.49,0.38,11.68,5917.0,65.42
Young Salaried,29,Salaried,70236.0,28094.0,16857.0,361013.0,24256.0,92712.0,10703966.0,Wealth Creation,0.24,0.4,42142.0,0.03,12.85,0.11,12.7,25285.0,71.55
Young Salaried,22,Salaried,66402.0,36521.0,21249.0,136788.0,196085.0,151397.0,9426428.0,Buy a Car,0.32,0.55,29881.0,0.25,3.75,0.19,11.83,8632.0,59.07
Student,20,Student,4939.0,3754.0,99.0,642.0,28026.0,593.0,65195.0,Emergency Fund,0.02,0.76,1185.0,0.47,0.17,0.01,1.1,1086.0,27.96
Mid Career,31,Salaried,108686.0,56517.0,28258.0,662985.0,2673277.0,365185.0,18324460.0,Children Education,0.26,0.52,52169.0,2.05,11.73,0.28,14.05,23911.0,56.22
Young Salaried,27,Salaried,60357.0,35007.0,19918.0,339810.0,263119.0,137614.0,8300295.0,Buy a Car,0.33,0.58,25350.0,0.36,9.71,0.19,11.46,5432.0,68.09
Retired,77,Retired,82529.0,61897.0,18982.0,896265.0,103291.0,1881661.0,12151570.0,Retirement,0.23,0.75,20632.0,0.1,14.48,1.9,12.27,1650.0,72.82
Young Salaried,24,Salaried,67050.0,38889.0,16092.0,295690.0,1185.0,160920.0,6621858.0,Buy a Car,0.24,0.58,28161.0,0.0,7.6,0.2,8.23,12069.0,60.9
Student,18,Student,9248.0,8508.0,1017.0,370.0,73624.0,4439.0,130952.0,Emergency Fund,0.11,0.92,740.0,0.66,0.04,0.04,1.18,-277.0,27.35
Young Salaried,22,Salaried,45172.0,21231.0,12648.0,260191.0,279758.0,43365.0,4352774.0,Buy a Car,0.28,0.47,23941.0,0.52,12.26,0.08,8.03,11293.0,66.12
Freelancer,33,Freelancer,39799.0,17512.0,10746.0,146062.0,55612.0,167156.0,4030843.0,Wealth Creation,0.27,0.44,22287.0,0.12,8.34,0.35,8.44,11541.0,64.04
Young Salaried,29,Salaried,74466.0,38722.0,20850.0,312757.0,177958.0,294885.0,12635391.0,Wealth Creation,0.28,0.52,35744.0,0.2,8.08,0.33,14.14,14894.0,66.8
Mid Career,30,Salaried,192559.0,109759.0,61619.0,1078330.0,2926709.0,2102744.0,36023938.0,Children Education,0.32,0.57,82800.0,1.27,9.82,0.91,15.59,21181.0,64.79
Mid Career,39,Salaried,92264.0,49823.0,19375.0,424414.0,1267092.0,719659.0,20814758.0,Children Education,0.21,0.54,42441.0,1.14,8.52,0.65,18.8,23066.0,57.49
Young Salaried,26,Salaried,40796.0,20398.0,11831.0,166040.0,114535.0,132179.0,4562625.0,Wealth Creation,0.29,0.5,20398.0,0.23,8.14,0.27,9.32,8567.0,63.9
Financially Stressed,40,Business,37681.0,40319.0,1507.0,19217.0,870146.0,9043.0,3056683.0,Emergency Fund,0.04,1.07,-2638.0,1.92,0.48,0.02,6.76,-4145.0,16.87
Freelancer,37,Freelancer,81346.0,47994.0,21150.0,337586.0,65613.0,488076.0,14564188.0,Wealth Creation,0.26,0.59,33352.0,0.07,7.03,0.5,14.92,12202.0,65.66
Student,19,Student,6442.0,3865.0,709.0,2963.0,92271.0,1546.0,164658.0,Higher Education,0.11,0.6,2577.0,1.19,0.77,0.02,2.13,1868.0,28.35
Business Owner,49,Business,207102.0,105622.0,55918.0,687579.0,6399467.0,6511287.0,37178951.0,Wealth Creation,0.27,0.51,101480.0,2.58,6.51,2.62,14.96,45562.0,51.3
Student,19,Student,9668.0,8605.0,193.0,2030.0,50558.0,1160.0,392134.0,Higher Education,0.02,0.89,1063.0,0.44,0.24,0.01,3.38,870.0,29.36
Financially Stressed,48,Salaried,24476.0,23986.0,734.0,10280.0,207161.0,5874.0,2346759.0,Emergency Fund,0.03,0.98,490.0,0.71,0.43,0.02,7.99,-244.0,27.06
High Income High Debt,43,Business,858752.0,747114.0,103050.0,2035242.0,15817425.0,5358612.0,113252214.0,Debt Reduction,0.12,0.87,111638.0,1.53,2.72,0.52,10.99,8588.0,33.55
High Income High Debt,44,Business,371757.0,297406.0,26023.0,453544.0,15788368.0,3881143.0,51614742.0,Debt Reduction,0.07,0.8,74351.0,3.54,1.52,0.87,11.57,48328.0,20.48
Retired,61,Retired,41186.0,29654.0,7413.0,390031.0,430122.0,929156.0,6899479.0,Retirement,0.18,0.72,11532.0,0.87,13.15,1.88,13.96,4119.0,65.73
Student,21,Student,19435.0,15354.0,194.0,7580.0,53287.0,4664.0,305518.0,Emergency Fund,0.01,0.79,4081.0,0.23,0.49,0.02,1.31,3887.0,30.22
Young Salaried,30,Salaried,47085.0,26368.0,10830.0,282039.0,288206.0,101704.0,6819791.0,Buy a Car,0.23,0.56,20717.0,0.51,10.7,0.18,12.07,9887.0,63.93
Mid Career,32,Salaried,189401.0,107959.0,75760.0,1083374.0,2130531.0,1409143.0,35069489.0,Children Education,0.4,0.57,81442.0,0.94,10.04,0.62,15.43,5682.0,71.11
Retired,69,Retired,104827.0,59751.0,23062.0,1201317.0,488800.0,1673039.0,18177002.0,Retirement,0.22,0.57,45076.0,0.39,20.11,1.33,14.45,22014.0,71.57
Student,18,Student,17098.0,16243.0,171.0,342.0,14861.0,2052.0,233901.0,Higher Education,0.01,0.95,855.0,0.07,0.02,0.01,1.14,684.0,29.87
Young Salaried,23,Salaried,65810.0,38828.0,21717.0,327076.0,28323.0,181636.0,11624678.0,Buy a Car,0.33,0.59,26982.0,0.04,8.42,0.23,14.72,5265.0,70.8
Young Salaried,22,Salaried,73317.0,45457.0,16130.0,429638.0,259314.0,193557.0,8437320.0,Buy a Car,0.22,0.62,27860.0,0.29,9.45,0.22,9.59,11730.0,61.24
Business Owner,51,Business,738705.0,480158.0,177289.0,2984368.0,2465220.0,11967021.0,113465088.0,Wealth Creation,0.24,0.65,258547.0,0.28,6.22,1.35,12.8,81258.0,62.19
Young Salaried,29,Salaried,30624.0,14087.0,4594.0,67373.0,204152.0,99222.0,4578900.0,Wealth Creation,0.15,0.46,16537.0,0.56,4.78,0.27,12.46,11943.0,50.4
Young Salaried,26,Salaried,30754.0,14147.0,9534.0,169455.0,119327.0,29524.0,4912029.0,Buy a Car,0.31,0.46,16607.0,0.32,11.98,0.08,13.31,7073.0,72.92
High Income High Debt,48,Business,239149.0,174579.0,23915.0,330026.0,5408896.0,1779269.0,36331516.0,Debt Reduction,0.1,0.73,64570.0,1.88,1.89,0.62,12.66,40655.0,32.18
Young Salaried,26,Salaried,62271.0,28645.0,11209.0,354945.0,1256.0,149450.0,9153837.0,Buy a Car,0.18,0.46,33626.0,0.0,12.39,0.2,12.25,22417.0,68.35
Disciplined Saver,34,Salaried,54362.0,25550.0,19570.0,503392.0,25029.0,489258.0,9974340.0,Wealth Creation,0.36,0.47,28812.0,0.04,19.7,0.75,15.29,9242.0,81.02
Freelancer,35,Freelancer,95095.0,40891.0,12362.0,382282.0,113729.0,273874.0,11080469.0,Wealth Creation,0.13,0.43,54204.0,0.1,9.35,0.24,9.71,41842.0,58.93
Young Salaried,22,Salaried,62160.0,31702.0,9946.0,331313.0,67335.0,171562.0,10853136.0,Wealth Creation,0.16,0.51,30458.0,0.09,10.45,0.23,14.55,20512.0,65.42
Financially Stressed,51,Business,27191.0,25560.0,816.0,24200.0,732861.0,3263.0,1996907.0,Emergency Fund,0.03,0.94,1631.0,2.25,0.95,0.01,6.12,815.0,16.32
Young Salaried,27,Salaried,78992.0,37916.0,13429.0,300960.0,140199.0,113748.0,7659064.0,Buy a Car,0.17,0.48,41076.0,0.15,7.94,0.12,8.08,27647.0,56.72
Mid Career,44,Salaried,76760.0,33774.0,17655.0,531947.0,2368583.0,690840.0,16174867.0,Buy a House,0.23,0.44,42986.0,2.57,15.75,0.75,17.56,25331.0,53.15
Mid Career,34,Salaried,135080.0,67540.0,37822.0,701065.0,2531269.0,875318.0,21218366.0,Buy a House,0.28,0.5,67540.0,1.56,10.38,0.54,13.09,29718.0,59.35
Student,18,Student,14563.0,10777.0,437.0,6408.0,43295.0,0.0,498055.0,Higher Education,0.03,0.74,3786.0,0.25,0.59,0.0,2.85,3349.0,32.1
Freelancer,34,Freelancer,42338.0,16935.0,5081.0,213807.0,197358.0,193061.0,7310926.0,Emergency Fund,0.12,0.4,25403.0,0.39,12.63,0.38,14.39,20322.0,63.98
Business Owner,51,Business,730055.0,386929.0,197115.0,3533466.0,1447388.0,18747812.0,135790230.0,Wealth Creation,0.27,0.53,343126.0,0.17,9.13,2.14,15.5,146011.0,74.22
Financially Stressed,36,Freelancer,46926.0,49742.0,1877.0,7508.0,696577.0,28156.0,3271681.0,Emergency Fund,0.04,1.06,-2816.0,1.24,0.15,0.05,5.81,-4693.0,21.44
Business Owner,48,Business,777347.0,435314.0,155469.0,5775688.0,5231971.0,12126613.0,156340029.0,Wealth Creation,0.2,0.56,342033.0,0.56,13.27,1.3,16.76,186564.0,69.46
Young Salaried,29,Salaried,65761.0,30908.0,11179.0,287376.0,43297.0,268305.0,11197783.0,Wealth Creation,0.17,0.47,34853.0,0.05,9.3,0.34,14.19,23674.0,64.58
Student,20,Student,16870.0,14171.0,2024.0,12652.0,81164.0,6073.0,289489.0,Emergency Fund,0.12,0.84,2699.0,0.4,0.89,0.03,1.43,675.0,32.94
Business Owner,34,Business,537875.0,279695.0,123711.0,2759299.0,3698330.0,12973545.0,101400195.0,Business,0.23,0.52,258180.0,0.57,9.87,2.01,15.71,134469.0,69.71
Young Salaried,29,Salaried,32502.0,15926.0,11051.0,93281.0,52231.0,85805.0,5074212.0,Buy a Car,0.34,0.49,16576.0,0.13,5.86,0.22,13.01,5525.0,65.93
Young Salaried,30,Salaried,74261.0,30447.0,17080.0,274766.0,289831.0,311896.0,7761760.0,Buy a Car,0.23,0.41,43814.0,0.33,9.02,0.35,8.71,26734.0,61.57
Mid Career,41,Salaried,165295.0,80995.0,46283.0,1084335.0,1252712.0,714074.0,25309970.0,Buy a House,0.28,0.49,84300.0,0.63,13.39,0.36,12.76,38017.0,69.09
Freelancer,43,Freelancer,95650.0,52608.0,15304.0,342427.0,59201.0,505032.0,15828162.0,Wealth Creation,0.16,0.55,43042.0,0.05,6.51,0.44,13.79,27738.0,59.17
Financially Stressed,48,Salaried,34701.0,31578.0,694.0,0.0,957999.0,4164.0,2889899.0,Emergency Fund,0.02,0.91,3123.0,2.3,0.0,0.01,6.94,2429.0,15.63
Mid Career,30,Salaried,154660.0,54131.0,46398.0,1077980.0,1272418.0,1354822.0,22753579.0,Children Education,0.3,0.35,100529.0,0.69,19.91,0.73,12.26,54131.0,71.06
Young Salaried,25,Salaried,37048.0,18524.0,7780.0,131150.0,135445.0,22229.0,4868107.0,Wealth Creation,0.21,0.5,18524.0,0.3,7.08,0.05,10.95,10744.0,57.78
High Income High Debt,43,Business,436330.0,388334.0,21816.0,1322080.0,5792921.0,4345847.0,76183218.0,Debt Reduction,0.05,0.89,47996.0,1.11,3.4,0.83,14.55,26180.0,39.46
Freelancer,43,Freelancer,165217.0,85913.0,38000.0,1021041.0,182307.0,535303.0,29223583.0,Emergency Fund,0.23,0.52,79304.0,0.09,11.88,0.27,14.74,41304.0,71.67
Young Salaried,26,Salaried,63263.0,35427.0,17714.0,127791.0,41521.0,151831.0,10263789.0,Buy a Car,0.28,0.56,27836.0,0.05,3.61,0.2,13.52,10122.0,59.53
Mid Career,33,Salaried,138845.0,72199.0,37488.0,773367.0,2400851.0,583149.0,23109362.0,Children Education,0.27,0.52,66646.0,1.44,10.71,0.35,13.87,29158.0,60.21
Student,22,Student,2265.0,1857.0,136.0,2016.0,51175.0,815.0,110079.0,Emergency Fund,0.06,0.82,408.0,1.88,1.09,0.03,4.05,272.0,21.02
Wealth Builder,45,Business,486476.0,155672.0,238373.0,5346371.0,345782.0,27729132.0,98131939.0,Wealth Creation,0.49,0.32,330804.0,0.06,34.34,4.75,16.81,92431.0,95.15
Mid Career,39,Salaried,170018.0,83309.0,35704.0,938499.0,1765360.0,448848.0,35785389.0,Buy a House,0.21,0.49,86709.0,0.87,11.27,0.22,17.54,51005.0,63.26
Freelancer,43,Freelancer,147130.0,73565.0,29426.0,519369.0,98853.0,776846.0,16719853.0,Wealth Creation,0.2,0.5,73565.0,0.06,7.06,0.44,9.47,44139.0,59.4
